,id,price,floor,max_floor,year,type,total_square,kitchen_square,living_square,planning,rooms,toilet,view,balcony,renovation,ceiling,elevator,parking,building,inside,court,additionally,source,consultant,name,address,description
677,2166536680,3500000,5.0,5.0,2012,Вторичка,40.7,9.0,25.0,изолированные,1 ,совмещенный,во двор,лоджия,косметический,2.5,,открытая во дворе,кирпичный,,"детская площадка, спортивная площадка",мебель,"

 Жилфонд Абакан
 
",Агентство,"1-к. квартира, 40,7 м², 5/5 эт.","Республика Хакасия, Абакан, ул. Торосова, 15А","Хотите любоваться безупречным видом с лоджии? Квартира с прекрасным пейзажем по лучшей цене в самом прекрасном районе городе!  Федеральное Агентство Недвижимости ""ЖилФонд"" предлагает Вашему вниманию уютную однокомнатную квартиру расположенную в самом престижном районе города- возле Преображенского парка! Идеальное место для отдыха всей семьей. В 10 минутах ходьбы- парк ""Сады мечты"", Абаканский Дворец Молодежи, парк-сквер набережная, сквер ""Кораблик"". Все, чтобы организовать качественный досуг в свободное время.   Окна пластиковые выходят с видом на двор, большая вместительная лоджия. Санузел оформлен в кафель. Удобная планировка. Сделан косметический ремонт, квартира вложений не требует. При продаже квартиры остается вся мебель. Респектабельный дом : хорошо отапливаемый, 2012 года постройки, кирпичный, имеет домофон, внутри чисто, 1 лифт. Ухоженная территория: рядом с домом газон, аллеи и скамьи для отдыха, детская площадка для игр. Комфорт и удобства: в окрестности 4 школы и детские сады. Вблизи расположены супермаркеты, кондитерские, кафе, отделение Сбербанка, аптеки, тренажерный зал, дорожка для пробежки, стоматологический центр. Транспортный проезд без проблем. Федеральное Агентство Недвижимости ""ЖилФонд"" осуществит полное сопровождение регистрационных действий и гарантирует юридическую чистоту!   "
678,2187139105,3400000,4.0,4.0,1968,Вторичка,58.0,,,изолированные,3 ,совмещенный,во двор,балкон,евро,,0 pass 0 cargo,открытая во дворе,кирпичный,,"детская площадка, спортивная площадка",,"

 Агентство недвижимости ЭВЕРЕСТ
 
",Агентство,"3-к. квартира, 58 м², 4/4 эт.","Республика Хакасия, Абакан, ул. Пушкина, 118","Продам 3х комнатную квартиру в центре г.Абакана. В квартире сделан капитальный ремонт, новые двери, новая сантехника. Установлены пластиковые окна и натяжные потолки. Все люстры на пультах(остаются с квартирой). Пол в прихожей и в кухне отделан напольным кафелем, в остальных комнатах линолеум. Стены ровные. Поменяны радиаторы отопления. Дом расположен вблизи Черногорского парка, на первом этаже расположен магазин батон. Вся инфраструктура в шаговой доступности(школа, дет.сад, магазины и т.д). Дом очень теплый, зимой даже приходится перекрывать радиаторы отопления. Плита Электро. Рассмотрим любую форму расчета(ипотека, материнский капитал, сертификат и т.д.) Торг. Помощь в оформлении ипотеки, возможно без первоначального взноса. Звоните. "
679,2150896795,4500000,3.0,5.0,2013,Вторичка,63.5,11.3,,изолированные,2 ,раздельный,на улицу,лоджия,,,0 pass 0 cargo,открытая во дворе,кирпичный,,детская площадка,"кондиционер, гардеробная","

 Dmitri
 
",Частное лицо,"2-к. квартира, 63,5 м², 3/5 эт.","Республика Хакасия, Абакан, Аскизская ул., 198Б","Продам просторную 2-комнатную квартиру в кирпичном доме (2013 года). Квартира светлая и очень теплая. Большая лоджия 6 метров ,на 2 окна, остеклена. Санузел раздельный, в кафеле. На полу ламинат, по всей квартире установлен натяжной потолок. В квартире имеется гардеробная, установлен мощный кондиционер. В квартире остаётся кухня в отличном состоянии. В шаговой доступности находится кинотеатр Ролби, школа 26, во дворе находится детский сад Дюймовочка. Уютный двор, хорошая детская площадка. Собственник! "
680,2198838593,2850000,4.0,5.0,1968,Вторичка,43.0,6.0,26.0,"смежные, изолированные",2 ,,"на улицу, во двор",нет,косметический,2.5,0 pass 0 cargo,открытая во дворе,кирпичный,газоснабжение,"детская площадка, спортивная площадка",мебель,"

 Жилфонд Абакан
 
",Агентство,"2-к. квартира, 43 м², 4/5 эт.","Республика Хакасия, Абакан, ул. Щетинкина, 76","Продается двухкомнатная квартира в самом центре Абакана. Отлично подойдет для молодой семьи.  Рядом гостиница ""Дружба"", ЗАГС для упрочнения Ваших отношений, ""Командор"", ""Бристоль"", ""Пятерочка"", выставочный зал ""Чалтыс"" для просвещения и ""Паллалар"" для совершения выгодных покупок для бюджета семьи и формирования личного имиджа.  Квартира двухкомнатная, дом прошел капитальный ремонт. Новые батареи, пластиковые окна.  Квартира позволяет Вам создать новое пространство для себя с учетом своего вкуса и личных пожеланий.  Отлично подойдет для сдачи в аренду как личный вклад в будущую финансовую состоятельность.  Отдельный плюс квартиры большая светлая кухня, которая станет не только комфортным местом для готовки, но и для того, чтоб собраться холодными зимними вечерами.  Рассмотрим все способы расчета!  "
681,2104256178,1100000,2.0,2.0,,Вторичка,38.0,,,,2 ,раздельный,во двор,нет,,,,,деревянный,,детская площадка,"мебель, гардеробная","

 Анюта
 
",Частное лицо,"2-к. квартира, 38 м², 2/2 эт.","Республика Хакасия, Абакан, ул. Суворова, 77","продам 2х. благоустроенная, (туалет, душ, вода холодная, горячая,. Квартира уютная. есть гардероб,. + что нет ежемесячных платежей за коммунальные услуги. оплата только за свет,  сколько накрутите сами. Отопление  как электро так и печь.+есть  новый сарай под дрова и уголь+вид из окон детская площадка+остановка, садик,школа всё рядом.А также (рассмотрю варианты обмена с моей доплатой. (Абакан) ПредлагайтеКвартира свободна, никто не живёт, Собственник . /////////////______////////////_______////____//_звоните пишите) "
682,2173277689,2900000,3.0,17.0,сдан,Новостройки,38.7,11.0,18.5,смежные,1 ,совмещенный,,балкон,чистовая,,1 pass 1 cargo,,блочный,,,,"

 Светлана
 
",Частное лицо,"1-к. квартира, 38,7 м², 3/17 эт.","ул. Маршала Жукова, д. 21","Квартира однокомнатная, сделан ремонт. В ванне кафель на полу, на стенах, ванна чугунная. На полу в комнате, кухне, коридоре линолеум. По всей квартире натяжные потолки. Проведён доступ к интернету. Проведены дополнительные розетки под тв в кухне и комнате. Есть возможность сделать гардеробную. Балкон застеклен, сделана внутренняя отделка. Собственник. Ипотека в ВТБ банке. "
683,1750091602,2600000,5.0,5.0,2008,Вторичка,36.3,8.2,,изолированные,1 ,раздельный,на улицу,лоджия,косметический,2.7,,,кирпичный,,,,"

 Жилфонд Абакан
 
",Агентство,"1-к. квартира, 36,3 м², 5/5 эт.","Республика Хакасия, Абакан, ул. Крылова, 112","НОВЫЙ ЛИЦЕЙ ВО ДВОРЕ!!! САМЫЙ ВОСТРЕБОВАННЫЙ РАЙОН !!! Однокомнатная квартира одного из лучших застройщиков г. Абакана- СК ""ЖИЛСТРОЙ"" Качественный кирпичный дом, просторные комната, кухня, лоджия ( 5 кв.м. не входит в общую площадь!!! ). Квартира в хорошем состоянии: на полу- ламинат, на кухне-плитка, санузел раздельный, в кафеле. В коридоре- вместительный встроенный шкаф-купе. Чистейший подъезд, есть место для хранения велосипедов, колясок и т.д.; красивый зелёный двор с детской площадкой и спортивной коробкой. Тихий, закрытый двор, удалённый от дорог. Во дворе- новый современный Лицей, детский сад. В шаговой доступности- детская поликлиника, парк Преображенский, Северный рынок, разнообразие торговых, развлекательных, спортивных комплексов. Звоните! Квартира подходит под любую форму расчёта и МОЖЕТ СТАТЬ ВАШЕЙ УЖЕ ЗАВТРА !!! Обращайтесь. Сопроводим на каждом этапе от первого визита до подписания основного договора.   "
684,2127518575,1670000,1.0,2.0,,Вторичка,45.0,,,,2 ,совмещенный,"на улицу, во двор",балкон,косметический,,,,панельный,,,,"

 света
 
",Частное лицо,"2-к. квартира, 45 м², 1/2 эт.","Республика Хакасия, Абакан, Согринская ул., 118","Продам квартиру в мостоотряде, зал кухня и туалет на первом на втором этаже комната. Хорошие соседи имеется небольшой огородик. Магазин и садик в шаговой доступности, школа на нижней согре каждые 20 минут ходит автобус 24 прям до школы. Два входа   квартиру один в огород другой на улицу. Не агентство. БЕЗ ТОРГА "
685,917386134,1499000,1.0,2.0,,Вторичка,37.0,,,,2 ,,,нет,,,0 pass 0 cargo,,деревянный,,,,"

 александр
 
",Частное лицо,"2-к. квартира, 37 м², 1/2 эт.","Республика Хакасия, Абакан, ул. Гагарина, 14","Продам 2-х комнатную квартиру в деревянном доме с печным отоплением с мебелью кроме электро бытовых приборов. Пластиковые окна. Стены, потолок - гипсокартон.новая входная дверь  Туалет, ванна.Вода горячая, холодная.водонагреватель на 100 л  Печка - два ведра угля в сутки, жара. . Во дворе имеется 2 сарая, под дрова и уголь. Коммунальная +электроэнергия за месяц = 2000 руб.без торга "
686,2205470915,3150000,7.0,12.0,2016,Вторичка,41.6,9.0,,"смежные, изолированные",1 ,совмещенный,на улицу,лоджия,косметический,2.9,1 pass ,открытая во дворе,монолитный,,детская площадка,,"

 Этажи
 
",Агентство,"1-к. квартира, 41,6 м², 7/12 эт.","Республика Хакасия, Абакан, ул. Некрасова, 18"," Вашему вниманию представлена просторная однокомнатная квартира 42,6 кв.м., на 7-ом этаже монолитно-каркасного дома. В квартире сделан косметический ремонт с использованием качественных материалов, планировка квартиры включает в себя полноценную комнату, кухню-студию. Санузел совмещен. Очень просторный коридор. Натяжные потолки в комнате и кухне. Окна ПВХ. Балкон остеклен. Дом расположен в самом центре города с прекрасным видом на Арбан. Во дворе дома есть современная детская площадка, парковочные места. Рядом с домом находится ТЦ ""Калина"", супермаркет через дорогу, кафе, школа №22, 25, 11, новый детский сад ""Филиппок"". Также в шаговой доступности расположен центральный городской парк. Есть автобусные остановки с регулярными маршрутами во все части города. Приобретая недвижимость с федеральной компанией ""Этажи"" в ипотеку, Вы получаете: 1) гарантированную скидку на процентную ставку по ипотеке; 2) полную юридическую проверку и сопровождение на всех этапах сделки; 3) бесплатные консультации по ипотеке и экономия Вашего времени; 4) оплата услуг только по факту сделки. "
687,2184729853,3800000,3.0,5.0,,Вторичка,52.3,8.5,,изолированные,2 ,раздельный,"на улицу, во двор",балкон,требует ремонта,,,,панельный,,детская площадка,"мебель, бытовая техника","

 Сергей Стрельников
 
",Частное лицо,"2-к. квартира, 52,3 м², 3/5 эт.","Республика Хакасия, Абакан, ул. Крылова, 79","Продаётся 2-х комнатная квартира в пятиэтажном панельном доме. Квартира находится в центре города, окна пластиковые, межкомнатные двери, сан узел раздельный, встроенный кухонный гарнитур, плита. Окна на две стороны. Во дворе имеется детская площадка. "
688,2176598317,4250000,1.0,5.0,1998,Вторичка,60.2,11.7,31.6,изолированные,2 ,раздельный,"на улицу, во двор",лоджия,косметический,2.8,,открытая во дворе,кирпичный,,детская площадка,гардеробная,"

 продавец
 
",Агентство,"2-к. квартира, 60,2 м², 1/5 эт.","Республика Хакасия, Абакан, ул. Стофато, 7","Продается!!! 2-х комнатная квартира в кирпичном доме на 1-м этаже, шикарной планировки, на разные стороны (не малое преимущество данной квартиры). Общая площадь 60,2 кв.м, , кухня 11,7 кв.м, для хозяйки отличная площадь. Также имеется две лоджии, сан.узел раздельный, окна пвх. Т.к дом выполнен из чистого кирпича и несущие стены 80 см, в квартире отличная шумоизоляция.Квартира расположена в отличный районе города с развитой инфраструктурой, в шаговой доступности школы, детсады, торгово-развлекательный центр РолБи, красивый парк, церковь, ДК Железнодорожников, остановки общественного транспорта. Звоните!!! Буду рада показать данный объект. "
689,2198818427,2370000,2.0,4.0,1965,Вторичка,43.4,5.0,30.0,смежные,2 ,совмещенный,на улицу,нет,требует ремонта,2.5,,,кирпичный,,,,"

 Жилфонд Абакан
 
",Агентство,"2-к. квартира, 43,4 м², 2/4 эт.","Республика Хакасия, Абакан, ул. Герцена, 21","Федеральное агентство недвижимости ЖИЛФОНД предлагает двух комнатную квартиру в тихом районе города Абакана. Квартира находится на втором этаже пяти этажного кирпичного дома. Приобретая квартиру по низкой цене, у Вас есть прекрасная возможность сделать ремонт, о котором давно мечтали. Квартира теплая, дружелюбные соседи, тихий ,спокойный двор. В шаговой доступности школа, рынок, автовокзал, магазины, сквер для прогулок, автобусная остановка ,почта.  Поможем в оформлении ипотеки по сниженной процентной ставке от банков-партнеров. Данный объект подходит под любой вид расчета, даже с минимальным первоначальным взносом. "
690,1959406764,4350000,4.0,10.0,,Вторичка,68.0,9.0,45.0,изолированные,3 ,раздельный,"на улицу, во двор",балкон,евро,2.7,1 pass ,открытая во дворе,кирпичный,,"детская площадка, спортивная площадка",,"

 АН "" На Советской""
 
",Агентство,"3-к. квартира, 68 м², 4/10 эт.","Республика Хакасия, Абакан, ул. Володарского, 22","Продается трехкомнатная квартира улучшенной планировки в районе Трикотажной фабрики. Дому 16 лет. Стопроцентный кирпич. Интересная планировка, отличный ремонт.  Три раздельные комнаты и кухня-гостинная.  Застекленный балкон. Ухоженный подьезд. Близко находятся магазины, остановки, аптека, во дворе школа. Один взрослый собственник. Рассмотрим варианты обмена на двухкомнатную квартиру повышенной комфортности с большой кухней. "
691,1945201801,3400000,5.0,5.0,,Вторичка,43.0,6.0,,смежные,2 ,раздельный,во двор,балкон,,,,открытая во дворе,панельный,,,,"

 Екатерина
 
",Частное лицо,"2-к. квартира, 43 м², 5/5 эт.","Республика Хакасия, Абакан, Аскизская ул., 156","продам ухоженную квартиру. сантехника новая, ванна и туалет в кафеле. балкон застеклён ПВХ. все окна ПВХ. хорошая входная дверь. квартира теплая, пол не скрипит. рассмотрим обмен на однокомнатную в МПСе с вашей доплатой. документы готовы. возможна ипотека.  АГЕНТСТВА НЕ БЕСПОКОИТЬ "
692,2167879455,2000000,3.0,9.0,,Вторичка,25.0,,,,студия ,совмещенный,на улицу,лоджия,,,1 pass 0 cargo,открытая во дворе,кирпичный,,"детская площадка, спортивная площадка",,"

 Алла
 
",Частное лицо,"Квартира-студия, 25 м², 3/9 эт.","Республика Хакасия, Абакан, ул. Некрасова, 37","Квартира в новом доме, развитая инфраструктура, уютный(непроходной)двор,много парковочных мест,в ближайшей доступности супермаркет(аллея), на первом этаже есть пятерочка, малинники. Во дворе имеется детская игровая площадка. "
693,2114162430,2300000,1.0,5.0,1978,Вторичка,47.0,6.0,32.0,,2 ,,,,,,,,панельный,,,,"

 Глобус-Недвижимость
 
",Агентство,"2-к. квартира, 47 м², 1/5 эт.","Республика Хакасия, Абакан, Красноярская ул., 6","В вашем внимание двух комнатная квартира. Распашонка комнаты изолированы. Квартира тёплая, солнечная, удобна в расположение. На объект сделана хорошая скидка на ремонт. Сам дом находится в спокойном районе города Абакана, рядом находится остановки во все направления города, зона отдыха и спорта, а также рынок и различные магазины. Документы прошли юридическую проверку и готовы к сделки. Рассмотрим любые варианты расчёта.  "
694,2158268675,2650000,9.0,9.0,2019,Вторичка,37.6,10.6,,,1 ,совмещенный,"на улицу, во двор",балкон,,,1 pass ,открытая во дворе,кирпичный,,детская площадка,,"

 Ирина
 
",Частное лицо,"1-к. квартира, 37,6 м², 9/9 эт.","Республика Хакасия, Абакан, ул. Комарова, 24Б","Продаётся уютная, однокомнатная квартира в новом доме! Для тех, кто предпочитает шикарный вид из окон и минимальное количество соседей. (квартира на 9-ом этаже, угловая, ""по голове ходить"" никто не будет и с одной стороны квартиры соседей нет). Также шикарным плюсом считаю, что комната и кухня в квартире выходят на разные стороны, что обеспечивает хорошую проветриваемость помещения. Дом новый, подъезд красивый, большой и комфортный лифт. Сама квартира под самоотделку, то есть, вы можете воплотить свои мечты, а не жить в чужом ремонте. Балкон большой, застеклён полностью, что опять же смотрится красиво и открывает прекрасный вид на город.Во дворе детская площадка, парковка. Рядом практически всё: рынок, транспортная развязка, магазины, школа №24, детский сад ""Золотая рыбка"", набережная, Преображенский собор,  парк ""Сады мечты"", в общем все прелести 4 микрорайона.По всем остальным вопросам и договориться посмотреть квартиру звоните мне с 10 до 22 часов. Торг уместен. "
695,2109580509,5050000,3.0,12.0,2019,Вторичка,68.0,12.0,,изолированные,2 ,раздельный,,балкон,дизайнерский,2.8,nan1 cargo,открытая во дворе,кирпичный,,"детская площадка, спортивная площадка",,"

 ЕЛЕНА
 
",Агентство,"2-к. квартира, 68 м², 3/12 эт.","Республика Хакасия, Абакан, ул. Крылова, 48","Продам 2 ком квартиру с хорошим свежим дизайнерским ремонтом. Для ремонта использовали только качественные, экологически чистые материалы. В санузлах керамогранит. Остаётся мойдодыр и дизайнерское зеркало с подсветкой. Сделан гигиенический душ в туалете и раковина. Вся сантехника IDDIS. В коридоре полы с подогревом. Шикарная гардеробная.Дом кирпич, квартира очень тёплая.Большой двор, с большим количеством парковочных мест, спортив площадка для детей.Развитая инфо структура, ТЦ Европа, 5 школа.Подходит под все виды расчётов, звоните, помогу оформить ипотеку в удобное для вас время. "
696,2122932258,1490000,5.0,5.0,,Вторичка,30.0,6.0,,,1 ,совмещенный,во двор,лоджия,косметический,,,открытая во дворе,кирпичный,,детская площадка,,"

 Агентство недвижимости ЭВЕРЕСТ
 
",Агентство,"1-к. квартира, 30 м², 5/5 эт.","Республика Хакасия, Абакан, Согринская ул., 126","Представляем вашему вниманию 1к квартиру на пятом этаже пятиэтажного кирпичного дома! Окна деревянные, лоджия застеклена. На потолке потолочная плитка, на полу линолеум, на стенах обои. Батареи чугунные. Санузел совмещен, окрашен. Имеется кладовая комната. Дверь металлическая. Чистый, не проездной двор! Во дворе детская площадка. В двух шагах автобусная остановка, магазин. Рассмотрим любую форму оплаты! Помощь в одобрении ипотеки!  Реальному покупателю уместен торг! "
697,2178062596,3700000,5.0,5.0,1976,Вторичка,60.8,9.0,,изолированные,3 ,совмещенный,"на улицу, во двор",лоджия,косметический,2.6,0 pass 0 cargo,открытая во дворе,кирпичный,,"детская площадка, спортивная площадка","мебель, гардеробная","

 Риэлторская компания ""Компас""
 
",Агентство,"3-к. квартира, 60,8 м², 5/5 эт.","Республика Хакасия, Абакан, Красноярская ул., 8","Уважаемые жители города и гости столицы! Хотите жить прекрасной уютной квартире, отличном районе, в тишине и практически в центре города - тогда торопитесь звонить нам! Мы предлагаем Вам купить великолепную 3-х комнатную квартиру в теплом кирпичом доме по ул. Красноярская, 8. Дом расположен в районе, где все в пешей доступности: школы N2 и 20, детские сады, музей, зона отдыха, спортивный комплекс ""Абакан"", рынки (центральный, китайский), автовокзал, больница, магазины. Отличная транспортная развязка, ходят и автобусы и троллейбусы. Ухоженая территория у дома, зелёный двор, есть детская и спортивные площадки. Много парковочных мест. Дом расположен внутри жилого массива, нет шума от проезжающего транспорта, безопасно для детей! На площадке всего по 2 квартиры, что очень редко можно встретить сейчас. В квартире просторная прихожая, 3 комнаты +большая кухня, вместительная гардеробная комната, совмещенный санузел. Из зала выход на лоджию. Лоджия застеклена. Комнаты все изолированы, окна ПВХ, хорошие двери и батареи. Квартира освобождена, остаётся кухонный гарнитур и детская. Во дворе есть металлический гараж. Звоните быстрее, покажем когда Вам будет удобно. Готовы к сделке!!! Риелторская компания ""Компас"", ул Стофато, 12А. "
698,2123470970,3550000,2.0,5.0,2011,Вторичка,54.0,9.0,,изолированные,2 ,раздельный,,лоджия,косметический,,,открытая во дворе,кирпичный,,детская площадка,,"

 Агентство недвижимости ЭВЕРЕСТ
 
",Агентство,"2-к. квартира, 54 м², 2/5 эт.","Республика Хакасия, Абакан, Пирятинская ул., 19Г","Представляем вашему вниманию квартиру с ремонтом в новом кирпичном доме! Комнаты изолированные на одну сторону. Окна ПВХ, лоджия на два окна. На полу линолеум, на стенах обои, потолки выровнены. Кухня 9 кв.м. Просторный коридор. Санузел раздельный, отделан пластиковыми панелями. Чистый подъезд, хорошие соседи. Район с развитой инфраструктурой! В двух шагах автобусная остановка, школа №26, детский сад, торгово-развлекательный центр ""Ролби""! Застройщик МЖФ, 2011 год. "
699,2205150801,2800000,5.0,9.0,2021,Вторичка,38.0,8.0,,изолированные,1 ,совмещенный,на улицу,лоджия,требует ремонта,2.8,1 pass 1 cargo,открытая во дворе,монолитный,,"детская площадка, спортивная площадка",панорамные окна,"

 Надежда
 
",Частное лицо,"1-к. квартира, 38 м², 5/9 эт.","Республика Хакасия, Абакан, ул. Некрасова, 33",Возможно сделать двухкомнатную.Подойдёт ипотека.Дом сдан. 
700,2204261427,3100000,9.0,9.0,,Вторичка,52.0,,,изолированные,1 ,,во двор,лоджия,косметический,,1 pass ,открытая во дворе,кирпичный,,"детская площадка, спортивная площадка","мебель, кондиционер, бытовая техника","

 Анастасия
 
",Частное лицо,"1-к. квартира, 52 м², 9/9 эт.","Республика Хакасия, Абакан, Советская ул., 48","Продам однокомнатную квартиру. Дом из чистого кирпича. Сделан косметический ремонт. Большая кухня (14кв). Три квартиры на площадке. Развитая инфраструктура. Рядом детские сады, школа. Возможна ипотека. Показ в удобное время. Торг!!!! "
701,2055940141,2899000,6.0,12.0,2016,Вторичка,43.0,,,,1 ,совмещенный,на улицу,лоджия,евро,2.8,1 pass 1 cargo,открытая во дворе,монолитный,,"закрытая территория, детская площадка","мебель, бытовая техника, кондиционер, гардеробная","

 Ирина
 
",Агентство,"1-к. квартира, 43 м², 6/12 эт.","Республика Хакасия, Абакан, ул. Некрасова, 18","Продам отличную квартиру 43 кв. в новом доме напротив гипермаркет"" Поляна"" и ""Доминион"".Квартира на среднем этаже эргономичная,просторная,с хорошей аурой и ремонтом.Большая,широкая прихожая 11 кв. с отдельной гардеробной+шкафом/купе.Большой с/узел 6 кв.м. Комната+кухня 25 кв. с двумя окнами и выходом на застеклённую лоджию 3 кв.м.. Ремонт качественный.Останется приличный кухонный гарнитур с плитой и вытяжкой,шкаф-купе,кондиционер и другая мебель по договорённости.Цена 2899 т.р.РАССМОТРИМ ПОКУПКУ 3У/П 4МКР. "
702,1975961173,3700000,5.0,5.0,,Вторичка,61.0,,,,3 ,,,балкон,,,,,панельный,,,,"

 Денис
 
",Частное лицо,"3-к. квартира, 61 м², 5/5 эт.","Республика Хакасия, Абакан, ул. Чехова, 126","Просторная светлая трехкомнатная квартира в панельном доме. Установлены новые трубы и батареи отопленя, в зале и спальне натяжные потолки, по всей квартире, за исключентем кухни уложен ламинат, совмещенный санузел в кафеле, при желанит можно поменять лишь обои.  Дом расположен в центре города. Двор тихий не проездной. Район обладает развитой инфраструктурой.В шаговой доступности, школа № 25, два детских сада, магазины, торовые центры, сельхозрынок. "
703,2048858728,3590000,4.0,5.0,,Вторичка,50.0,9.0,41.0,изолированные,2 ,раздельный,,балкон,косметический,,0 pass 0 cargo,,кирпичный,,детская площадка,,"

 ирина
 
",Частное лицо,"2-к. квартира, 50 м², 4/5 эт.","Республика Хакасия, Абакан, ул. Володарского, 4","Продаётся двухкомнатная квартира улучшенной планировки в кирпичной доме. Удобная планировка, балкон застеклен, потолки натяжные,  новые радиаторы, окна пластиковые, санузел раздельный.Квартира очень тёплая, окна на разные стороны, на полу линолеум. Кухня 9кв.Возможен обмен на хороший дом. Просьба агентствам не беспокоить. "
704,2091208893,4000000,1.0,9.0,,Вторичка,64.0,9.0,,изолированные,3 ,раздельный,"на улицу, во двор",нет,косметический,,1 pass 0 cargo,открытая во дворе,панельный,,"детская площадка, спортивная площадка",,"

 Агентство недвижимости ЭВЕРЕСТ
 
",Агентство,"3-к. квартира, 64 м², 1/9 эт.","Республика Хакасия, Абакан, ул. Крылова, 81","Предлагаю замечательную 3 комнатную квартиру площадью 64м2 в отличном районе. Квартира готова к вашему переезду. Выполнен хороший ремонт. Окна расположены во двор и на улицу. Квартира очень теплая и светлая. Уютный двор, детская площадка. Рядом расположен детский сад, спортивные площадки, магазины. Поможем оформить ипотеку по низкой процентной ставке, маткапитал. Юридическое сопровождение сделки. "
705,2143462718,3200000,5.0,5.0,,Вторичка,45.0,8.0,,,3 ,,,балкон,,,,открытая во дворе,панельный,,детская площадка,,"

 Ekaterina
 
",Частное лицо,"3-к. квартира, 45 м², 5/5 эт.","Республика Хакасия, Абакан, ул. Кати Перекрещенко, 20","Торг реальным покупателям ❗️•Продам 3-х комнатную квартиру, в хорошем состоянии, без мебели •Есть балкон и веранда (можно использовать как 4 комнату) •Рядом Гимназия (8 школа)•Тц «Альтаир» , Продовольственные магазины северный рынок в шаговой доступности •Тихие, дружелюбные соседи "
706,2180787710,4400000,6.0,9.0,,Вторичка,60.0,9.0,,изолированные,3 ,раздельный,"на улицу, во двор",лоджия,косметический,,,,кирпичный,,,,"

 УРБАН
 
",Агентство,"3-к. квартира, 60 м², 6/9 эт.","Республика Хакасия, Абакан, ул. Щетинкина, 63","Продам квартиру в самом центре города Абакана. Отличная планировка, все комнаты раздельно. На полу новый ленолиум. Окна ПВХ. Все аопросы по квартире вы можете задать по телефону. Звоните... "
707,2201587268,4650000,9.0,9.0,1985,Вторичка,79.0,9.0,,изолированные,4 ,раздельный,"на улицу, во двор",балкон,,,4 pass ,,панельный,,детская площадка,,"

 Оксана
 
",Частное лицо,"4-к. квартира, 79 м², 9/9 эт.","Республика Хакасия, Абакан, ул. Крылова, 86","Продам уютную квартируМесто расположение: Улица Крылова 86. Рядом расположены школа #12, детский садик «Елочка», будущий Спорт центр и магазин «Океан»Этаж, квадратура: 9 этаж (угловая) 79 м2  тихие соседи, 4 комнаты, окна выходят на три стороны дома, есть балкон, темнушка, просторная кухня и комнаты Ремонт: частично сделан, натяжные потолки, застекленный балкон, пластиковые окна , остаётся встроенный кухонный гарнитур.Подходит под ипотеку. Обременений нет. Собственник один с начала постройки дома. В подъезде новый лифт.Центр города. Вся необходимая инфраструктура есть! В квартире тихо и спокойно. Зимой тепло! ПРОДАЖА ОТ СОБСТВЕННИКА. НЕ АГЕНСТВО. ТОРГАгентам не звонить. "
708,2144171773,1950000,1.0,9.0,2021,Вторичка,28.4,6.4,18.0,изолированные,студия ,совмещенный,на улицу,балкон,,2.7,1 pass 1 cargo,открытая во дворе,кирпичный,,"детская площадка, спортивная площадка",,"

 АСт
 
",Частное лицо,"Квартира-студия, 28,4 м², 1/9 эт.","Республика Хакасия, Абакан, ул. Некрасова, 33А","Продам студию в строящемся доме, Некрасова 33а. Дом будет сдаваться в конце этого года.На полу стяжка, балкон остеклен, натяжной потолок в подарок.Перспективный район, рядом магазины. новый детский сад, так же планируется строительство новой школы.Утвержден проект нового парка, планируется строительство ледового дворца.Переуступка права через МФЦ. Квартира полностью оплачена. Собственник. "
