,lat,long,leisure_points_in_0.001,shop_points_in_0.001,amenity_points_in_0.001,crossing_points_in_0.001,natural_points_in_0.001,sport_points_in_0.001,building_points_in_0.001,historic_points_in_0.001,tourism_points_in_0.001,office_points_in_0.001,bus_points_in_0.001,healthcare_points_in_0.001,hotel_points_in_0.001,parking_points_in_0.001,catering_points_in_0.001,study_points_in_0.001
2722,53.7072519,91.5090596,4,0,3,1,18,0,20,0,0,0,0,0,0,2,0,0
2730,53.7165309,91.40647129999999,0,0,0,2,25,0,10,0,0,4,0,0,0,0,0,0
2734,53.6984631,91.4092423,2,2,6,0,0,0,14,0,0,0,0,0,0,4,0,2
2737,53.7173245,91.41018969999999,2,2,4,1,27,0,23,0,0,0,0,1,0,2,0,0
2738,53.7363854,91.4357393,2,0,2,3,24,0,12,0,1,0,0,0,0,2,0,0
2748,53.6975705,91.39921299999999,9,0,4,0,10,2,24,0,0,0,0,0,0,4,0,0
2753,53.7372373,91.4281369,2,3,7,4,60,2,6,0,0,0,0,1,0,2,0,4
2764,53.7270603,91.439556,4,1,8,2,7,0,22,0,0,0,0,0,0,4,0,2
2767,53.7192781,91.4589398,0,0,6,4,16,0,14,0,0,0,0,0,0,4,0,0
2776,53.7172878,91.47668619999999,2,0,1,0,2,0,32,0,0,2,0,0,0,0,0,0
2780,53.71896419999999,91.4148616,2,1,2,8,6,0,14,0,0,0,0,0,0,0,0,2
2789,53.7237425,91.4610803,4,0,2,8,14,0,26,0,0,2,1,0,0,0,1,1
2792,53.69342169999999,91.432913,2,0,0,0,30,0,42,0,0,0,0,0,0,0,0,0
2795,53.71142649999999,91.4379549,2,0,1,0,23,0,48,0,0,0,0,0,0,0,0,1
2796,53.731471,91.418603,6,0,2,0,37,1,8,0,0,0,0,0,0,2,0,0
2811,53.7351868,91.43294189999999,8,0,2,0,54,2,14,0,0,0,0,0,0,0,0,2
2814,53.7161284,91.44486979999999,0,1,0,0,4,0,28,0,2,0,0,0,2,0,0,0
2819,53.7302162,91.4407895,3,3,6,4,10,0,14,0,0,0,0,0,0,2,0,0
2822,53.6932567,91.430026,0,0,0,2,30,0,40,0,0,0,0,0,0,0,0,0
2823,53.72155,91.4111677,0,0,0,0,2,0,50,0,0,0,0,0,0,0,0,0
2830,53.7174759,91.4117265,0,0,2,1,12,0,28,0,0,0,0,0,0,2,0,0
2833,53.72804970000001,91.4440584,6,0,4,0,5,5,24,0,0,0,0,0,0,4,0,0
2837,53.7059272,91.48581329999999,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
2838,53.7125981,91.46402499999999,0,4,4,1,8,0,18,0,0,0,0,0,0,2,0,2
2842,53.7172589,91.4479302,2,1,3,1,21,0,28,0,0,0,0,0,0,0,0,2
2846,53.6945054,91.4035899,4,2,2,0,6,1,18,0,0,0,0,0,0,2,0,0
2847,53.7275808,91.4456031,4,0,2,3,5,0,34,2,0,1,0,0,0,2,0,0
2867,53.7158709,91.3968775,0,0,0,1,17,0,24,0,0,0,0,0,0,0,0,0
2878,53.74210900000001,91.41979599999999,12,0,8,0,5,2,12,0,0,0,0,0,0,8,0,0
2905,53.7305977,91.42719389999999,0,0,2,0,4,0,26,0,0,1,0,0,0,0,0,2
2925,53.7236543,91.43361879999999,6,1,2,1,29,0,20,0,1,0,0,0,0,0,0,2
2942,53.7382915,91.42955909999999,0,1,5,3,9,0,6,0,0,0,0,1,0,0,0,4
2959,53.7269358,91.46170289999999,0,0,0,3,8,0,26,0,0,0,0,0,0,0,0,0
2967,53.72016470000001,91.4587105,2,0,8,1,14,0,14,0,0,0,1,0,0,6,0,0
2969,53.7012121,91.3959153,1,0,7,0,10,0,18,0,0,0,0,0,0,4,0,3
2974,53.7111227,91.4394382,1,0,0,0,48,0,40,0,0,0,0,0,0,0,0,0
2993,53.69972989999999,91.3961819,3,0,10,0,13,0,24,0,0,0,0,0,0,10,0,0
3004,53.71134679999999,91.4781356,0,0,0,0,2,0,60,0,0,0,0,0,0,0,0,0
3011,53.7277662,91.42526699999999,6,0,2,0,0,0,30,0,0,1,0,0,0,0,0,2
3015,53.6980369,91.4166563,0,1,0,0,4,0,22,0,0,0,0,0,0,0,0,0
3022,53.70988209999999,91.4304955,0,1,1,0,9,0,34,0,0,0,0,0,0,0,0,0
3025,53.7097236,91.4295698,0,1,0,4,8,0,40,0,1,0,0,0,1,0,0,0
3031,53.7022973,91.4953158,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
3041,53.7381934,91.43579629999999,0,0,9,1,16,0,19,0,2,0,1,0,2,2,2,2
3059,53.7139129,91.4085133,4,0,2,0,33,2,24,0,0,0,1,0,0,0,0,0
3076,53.72492,91.448067,4,0,8,0,16,0,22,0,0,0,0,0,0,0,1,2
3086,53.7026913,91.4018657,1,3,4,2,9,0,10,0,0,0,0,0,0,0,0,2
3093,53.6946699,91.43868069999999,1,0,0,0,6,0,80,0,0,0,0,0,0,0,0,0
3100,53.73121769999999,91.4391629,0,2,7,0,6,0,29,0,0,0,0,0,0,0,0,6
3117,53.700514,91.4952699,0,0,2,0,0,0,6,0,0,0,0,0,0,2,0,0
3123,53.6975013,91.41897159999999,0,0,1,0,10,0,22,0,0,0,0,0,0,0,0,1
3127,53.7174807,91.4369342,6,1,4,0,17,0,22,0,0,0,0,0,0,2,0,2
3148,53.7206077,91.4546196,0,1,7,0,6,0,32,0,0,0,0,0,0,0,0,4
3159,53.7118064,91.4398938,0,0,0,0,30,0,42,0,0,0,0,0,0,0,0,0
3177,53.7256972,91.4396347,4,1,2,0,18,0,18,0,0,0,0,0,0,0,0,2
3194,53.7459092,91.4385844,2,0,0,0,1,0,20,0,0,0,0,0,0,0,0,0
3203,53.7190957,91.43411599999999,10,0,2,2,22,0,14,0,0,0,0,0,0,0,0,2
3208,53.7055677,91.39783419999999,0,0,1,0,2,0,18,0,0,0,0,1,0,0,0,0
3212,53.7360671,91.43373079999999,6,0,3,0,53,2,24,0,0,0,0,0,0,0,0,0
3214,53.7293091,91.42151659999999,2,0,2,1,2,0,34,0,0,0,0,0,0,0,0,1
3233,53.7315274,91.44046089999999,2,3,4,8,12,0,18,0,2,0,0,0,0,0,0,2
3239,53.7111861,91.43993119999999,0,0,0,0,41,0,44,0,0,0,0,0,0,0,0,0
3250,53.7241118,91.45803579999999,2,0,0,0,11,0,20,0,0,1,0,0,0,0,0,0
3252,53.7299269,91.4646932,0,0,0,0,4,0,24,0,0,0,0,0,0,0,0,0
3261,53.7136636,91.4657072,0,4,2,0,4,0,20,0,0,0,0,0,0,0,0,2
3262,53.7312232,91.4434075,4,0,2,0,7,0,36,0,0,0,0,0,0,2,0,0
3280,53.720957,91.46769909999999,6,1,3,0,4,0,16,0,0,0,0,0,0,0,0,2
3289,53.7211807,91.4351665,10,0,3,0,14,0,20,0,0,0,0,0,0,0,1,2
3292,53.6923319,91.41735369999999,0,0,2,0,0,0,14,0,0,0,0,2,0,0,0,0
3297,53.7151788,91.4684245,0,0,0,0,2,0,30,0,0,0,0,0,0,0,0,0
3310,53.6937659,91.4328247,2,0,0,0,27,0,50,0,0,0,0,0,0,0,0,0
3311,53.7462078,91.4188243,5,0,7,0,1,0,18,0,0,0,0,0,0,6,0,0
3318,53.7243371,91.4598188,2,0,1,0,10,0,24,0,0,0,0,0,0,0,0,1
