,lat,long,leisure_points_in_0.005,shop_points_in_0.005,amenity_points_in_0.005,crossing_points_in_0.005,natural_points_in_0.005,sport_points_in_0.005,building_points_in_0.005,historic_points_in_0.005,tourism_points_in_0.005,office_points_in_0.005,bus_points_in_0.005,healthcare_points_in_0.005,hotel_points_in_0.005,parking_points_in_0.005,catering_points_in_0.005,study_points_in_0.005
2722,53.7072519,91.5090596,21,0,9,5,90,6,212,0,0,0,0,0,0,2,0,4
2730,53.7165309,91.40647129999999,23,11,17,13,232,10,364,0,0,7,5,1,0,12,1,0
2734,53.6984631,91.4092423,26,4,24,16,50,10,362,0,1,0,2,0,0,14,0,4
2737,53.7173245,91.41018969999999,22,10,15,15,242,3,496,0,0,7,2,1,0,10,1,0
2738,53.7363854,91.4357393,29,8,49,15,300,4,201,0,9,5,5,0,5,14,3,16
2748,53.6975705,91.39921299999999,35,5,50,5,105,5,212,2,0,0,0,0,0,34,1,10
2753,53.7372373,91.4281369,45,6,42,33,348,10,173,2,4,0,3,2,2,11,1,15
2764,53.7270603,91.439556,87,22,91,40,254,12,423,0,6,5,2,2,2,38,8,22
2767,53.7192781,91.4589398,13,16,50,38,188,1,512,0,0,6,3,2,0,12,3,10
2776,53.7172878,91.47668619999999,41,5,31,6,40,0,559,2,2,2,0,1,0,17,0,4
2780,53.71896419999999,91.4148616,27,3,18,27,121,2,580,0,0,0,1,1,0,2,0,3
2789,53.7237425,91.4610803,14,4,45,43,192,0,534,0,0,8,7,6,0,12,1,6
2792,53.69342169999999,91.432913,3,0,3,4,188,0,1010,0,0,0,0,0,0,1,0,0
2795,53.71142649999999,91.4379549,10,0,7,5,118,0,433,1,2,1,2,0,0,1,0,5
2796,53.731471,91.418603,42,2,40,20,101,16,251,0,0,0,0,0,0,32,0,3
2811,53.7351868,91.43294189999999,30,3,55,21,304,3,209,0,8,1,5,2,4,24,2,11
2814,53.7161284,91.44486979999999,42,7,37,15,229,7,512,2,2,3,4,0,2,6,1,15
2819,53.7302162,91.4407895,57,19,63,34,106,9,477,0,4,6,4,1,0,36,2,10
2822,53.6932567,91.430026,5,0,3,4,191,0,914,0,0,0,0,0,0,1,0,0
2823,53.72155,91.4111677,10,8,7,12,71,0,520,0,0,0,0,1,0,2,0,3
2830,53.7174759,91.4117265,28,9,23,15,230,1,525,0,0,4,2,1,0,6,0,3
2833,53.72804970000001,91.4440584,79,15,52,36,188,16,536,2,1,3,3,2,0,25,5,8
2837,53.7059272,91.48581329999999,0,0,2,1,28,0,66,0,0,0,0,0,0,0,0,0
2838,53.7125981,91.46402499999999,11,13,9,10,53,7,634,0,0,0,0,0,0,2,0,6
2842,53.7172589,91.4479302,47,10,35,15,271,9,537,1,6,8,3,0,6,5,1,15
2846,53.6945054,91.4035899,29,7,31,21,70,7,510,1,0,0,0,0,0,15,0,8
2847,53.7275808,91.4456031,69,5,48,30,189,18,520,2,1,6,3,2,0,23,6,6
2867,53.7158709,91.3968775,0,1,7,4,189,0,266,0,0,0,2,0,0,0,0,0
2878,53.74210900000001,91.41979599999999,46,5,49,33,245,14,168,0,6,0,4,0,2,32,4,8
2905,53.7305977,91.42719389999999,36,5,53,19,146,8,455,1,0,4,2,0,0,43,1,4
2925,53.7236543,91.43361879999999,78,8,58,32,239,8,355,7,3,2,2,2,2,22,9,10
2942,53.7382915,91.42955909999999,40,6,48,32,388,9,149,1,6,0,3,2,2,15,1,11
2959,53.7269358,91.46170289999999,10,3,17,23,144,3,596,0,0,3,7,2,0,4,1,4
2967,53.72016470000001,91.4587105,13,16,54,46,183,1,452,0,0,9,4,2,0,14,4,11
2969,53.7012121,91.3959153,19,1,48,4,82,2,224,0,0,1,1,1,0,33,0,13
2974,53.7111227,91.4394382,10,0,5,6,158,0,464,1,2,0,2,0,0,1,0,3
2993,53.69972989999999,91.3961819,18,1,49,2,92,2,188,1,0,0,0,1,0,33,1,13
3004,53.71134679999999,91.4781356,2,0,6,14,14,0,886,1,0,1,0,0,0,2,0,2
3011,53.7277662,91.42526699999999,23,14,60,25,58,6,484,0,0,3,0,0,0,47,1,5
3015,53.6980369,91.4166563,9,3,11,7,97,3,584,0,3,0,4,4,0,2,0,2
3022,53.70988209999999,91.4304955,0,4,8,24,25,0,794,0,1,2,0,0,1,2,0,2
3025,53.7097236,91.4295698,0,4,8,26,29,0,962,0,1,2,0,0,1,2,0,2
3031,53.7022973,91.4953158,1,0,6,4,53,1,116,0,0,0,0,0,0,2,2,2
3041,53.7381934,91.43579629999999,37,8,58,25,316,6,221,0,9,4,6,0,5,22,3,14
3059,53.7139129,91.4085133,27,8,15,8,224,10,356,0,0,7,4,1,0,10,1,0
3076,53.72492,91.448067,64,5,66,38,190,26,377,2,2,7,1,3,2,26,9,6
3086,53.7026913,91.4018657,28,18,48,19,165,7,270,1,0,2,1,1,0,28,1,10
3093,53.6946699,91.43868069999999,1,0,0,2,88,0,1112,0,0,0,0,0,0,0,0,0
3100,53.73121769999999,91.4391629,42,18,69,34,111,5,395,0,8,7,4,1,3,36,3,12
3117,53.700514,91.4952699,1,0,6,4,54,1,120,0,0,0,0,0,0,2,2,2
3123,53.6975013,91.41897159999999,10,3,12,6,111,3,724,0,3,0,2,5,0,0,0,2
3127,53.7174807,91.4369342,76,7,43,22,178,15,304,4,4,3,4,1,0,11,11,11
3148,53.7206077,91.4546196,34,19,76,29,164,5,372,2,5,5,1,3,4,32,4,13
3159,53.7118064,91.4398938,10,0,7,6,121,0,440,2,2,0,3,0,0,1,0,5
3177,53.7256972,91.4396347,100,22,91,32,284,17,413,0,6,6,4,2,4,38,12,18
3194,53.7459092,91.4385844,14,14,33,8,86,4,586,0,0,2,2,0,0,18,1,6
3203,53.7190957,91.43411599999999,76,6,40,28,192,13,320,9,2,3,2,2,0,10,8,8
3208,53.7055677,91.39783419999999,9,3,24,6,80,4,282,0,0,2,2,1,0,16,0,5
3212,53.7360671,91.43373079999999,27,2,49,22,311,4,197,0,8,2,6,1,4,16,2,15
3214,53.7293091,91.42151659999999,32,10,49,19,89,10,316,0,0,2,0,0,0,41,0,3
3233,53.7315274,91.44046089999999,49,21,67,37,109,9,436,0,6,7,5,1,1,38,2,10
3239,53.7111861,91.43993119999999,10,2,5,6,156,0,474,2,2,0,2,0,0,1,0,3
3250,53.7241118,91.45803579999999,19,6,57,43,210,1,510,1,0,8,4,3,0,18,1,10
3252,53.7299269,91.4646932,7,0,9,9,82,4,546,0,0,0,2,1,0,4,0,0
3261,53.7136636,91.4657072,9,13,9,4,65,6,606,0,0,0,0,0,0,2,0,6
3262,53.7312232,91.4434075,60,15,49,32,87,11,599,2,3,7,5,0,0,26,0,11
3280,53.720957,91.46769909999999,37,6,21,10,67,6,572,0,2,1,1,5,2,6,0,7
3289,53.7211807,91.4351665,91,8,47,24,285,15,314,9,2,3,2,2,0,12,9,14
3292,53.6923319,91.41735369999999,2,0,13,7,39,2,532,0,2,0,1,5,0,2,0,5
3297,53.7151788,91.4684245,27,11,13,4,52,3,611,0,0,0,1,0,0,2,0,11
3310,53.6937659,91.4328247,4,0,3,4,189,0,1066,0,0,0,0,0,0,1,0,0
3311,53.7462078,91.4188243,34,5,33,10,282,9,94,0,4,0,3,0,0,26,0,2
3318,53.7243371,91.4598188,15,5,53,49,203,1,522,1,0,8,5,5,0,16,1,6
